,Unnamed: 0,text,text_negated,text_boosted,text_inhibited,sentiment_id,sentiment,predictions,keys,text_len,predictions_negated,keys_negated,senti_negated,senti_neg_id,pred_emobert_neg,predictions_boosted,predictions_inhibited,pred_emobert,predictions_plut,predictions_n_plut,predictions_b_plut,predictions_i_plut
64,64,"""It's a very fine morning!"" said Mr. Drake Puddle-duck.","""It isn't very fine morning!"" said Mr. Drake Puddle-duck.","""It is totally fine morning!"" said Mr. Drake Puddle-duck.","""It is somewhat fine morning!"" said Mr. Drake Puddle-duck.",4,Happy,"{'interest_vigilance': 0.016, 'trust': 0.1, 'acceptance': 0.194, 'amazement_surprise': 0.202, 'joy_ecstasy': 0.528}",['fine'],55,"{'boredom': 0.021, 'trust': 0.022, 'interest_vigilance': 0.025, 'fear': 0.06, 'disgust': 0.181, 'anticipation': 0.241, 'sadness': 0.882}",['fine'],Sad,6,1,"{'fear': 0.007, 'interest_vigilance': 0.018, 'trust': 0.056, 'acceptance': 0.109, 'joy_ecstasy': 0.527, 'amazement_surprise': 0.6175}","{'boredom': 0.016, 'interest_vigilance': 0.026, 'fear': 0.042, 'trust': 0.083, 'amazement_surprise': 0.1452, 'acceptance': 0.198, 'joy_ecstasy': 0.433}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
65,65,"This was very amusing, and Ida could not help laughing.","This wasnt very amusing, and Ida could not help.","This was really amusing, and Ida could not help.","This was barely amusing, and Ida could not help.",4,Happy,"{'fear': 0.001, 'joy_ecstasy': 0.137, 'amazement_surprise': 0.903}","['amusing,']",55,"{'joy': 0.006, 'sadness': 0.163, 'anticipation': 1.5695999999999999}","['amusing,']",Sad,6,1,"{'joy_ecstasy': 0.112, 'amazement_surprise': 1.6722000000000001}","{'fear': 0.007, 'disgust_loathing': 0.02, 'joy_ecstasy': 0.071, 'amazement_surprise': 0.2826000000000001}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
66,66,When she felt the vegetables she became very very angry.,When she felt the vegetables she wasnt angry.,When she felt the vegetables she was bloody angry.,When she felt the vegetables she was slightly angry.,2,Angry-Disgusted,"{'amazement_surprise': 0.006, 'distraction': 0.011, 'disgust_loathing': 0.104, 'fear': 0.133, 'boredom': 0.183, 'anger': 0.604}",['angry.'],56,"{'anticipation': 0.006, 'trust': 0.135, 'interest_vigilance': 0.175, 'joy': 0.726}",['angry.'],Happy,4,3,"{'disgust_loathing': 0.087, 'fear': 0.101, 'boredom': 0.173, 'anger': 1.2240000000000002}","{'distraction': 0.005, 'disgust_loathing': 0.113, 'fear': 0.134, 'boredom': 0.184, 'anger': 0.242}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
67,67,"I saw my poor dead father, and cried till I fell asleep.",He didn't cry after seen that ,He deeply cried after seen that ,He did almost cry after seen that ,6,Sad,"{'acceptance': 0.017, 'fear': 0.029, 'anger': 0.038, 'boredom': 0.144, 'disgust_loathing': 0.269, 'sadness': 0.544}",['cried'],56,"{'sadness': 0.008, 'senerity': 0.026, 'anticipation': 0.029, 'distraction': 0.06, 'interest_vigilance': 0.127, 'disgust': 0.135, 'joy': 0.655}",['cry'],Happy,4,0,"{'acceptance': 0.004, 'anger': 0.024, 'fear': 0.029, 'boredom': 0.122, 'disgust_loathing': 0.4009, 'sadness': 0.651}","{'acceptance': 0.008, 'amazement_surprise': 0.011, 'joy_ecstasy': 0.024, 'boredom': 0.027, 'fear': 0.028, 'distraction': 0.032, 'anger': 0.056, 'sadness': 0.37, 'disgust_loathing': 0.3888}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 1.0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
68,68,"It was saying, 'You are so pretty, I like you very much.'","It was saying, 'You arent so pretty'","It was saying, 'You are amazingly pretty'","It was saying, 'You are sorta pretty'",4,Happy,"{'anticipation': 0.009, 'anger': 0.021, 'admire': 0.04, 'trust': 0.064, 'acceptance': 0.068, 'amazement_surprise': 0.392, 'joy_ecstasy': 0.447}","['pretty,']",57,"{'boredom': 0.021, 'trust': 0.037, 'interest_vigilance': 0.049, 'surprise': 0.056, 'fear': 0.071, 'joy': 0.089, 'distraction': 0.106, 'anticipation': 0.162, 'disgust': 0.257, 'sadness': 0.34740000000000004}","[""pretty'""]",Sad,6,1,"{'acceptance': 0.025, 'trust': 0.034, 'joy_ecstasy': 0.386, 'amazement_surprise': 0.595}","{'interest_vigilance': 0.009, 'disgust_loathing': 0.011, 'fear': 0.016, 'anger': 0.018, 'admire': 0.033, 'trust': 0.083, 'acceptance': 0.182, 'joy_ecstasy': 0.24, 'amazement_surprise': 0.287}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
69,69,"""Ah!"" said the fisherman, ""how happily we shall live now!""","""Ah!"" said the fisherman, ""we wouldn't be happily  live now!""","""Ah!"" said the fisherman, ""we would  be extremely happily live now!""","""Ah!"" said the fisherman, ""we would  be kinda happily live now!""",4,Happy,"{'senerity': 0.01, 'trust': 0.024, 'acceptance': 0.074, 'amazement_surprise': 0.163, 'joy_ecstasy': 0.769}",['happily'],58,"{'distraction': 0.009, 'fear': 0.03, 'disgust': 0.078, 'anticipation': 0.161, 'sadness': 0.762}",['happily'],Sad,6,1,"{'senerity': 0.01, 'trust': 0.039, 'acceptance': 0.054, 'amazement_surprise': 0.179, 'joy_ecstasy': 1.4421}","{'anticipation': 0.004, 'senerity': 0.01, 'trust': 0.047, 'acceptance': 0.055, 'amazement_surprise': 0.163, 'joy_ecstasy': 0.5334}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
70,70,"Oh, my dear Ribby, I do feel so ill!""","Oh, my dear Ribby, I do not feel so ill!""","Oh, my dear Ribby, I do feel extremely ill!""","Oh, my dear Ribby, I do feel kinda ill!""",3,Fearful,"{'fear': 0.033, 'anger': 0.046, 'boredom': 0.12, 'disgust_loathing': 0.394, 'sadness': 0.447}",,,"{'disgust': 0.013, 'trust': 0.033, 'interest_vigilance': 0.211, 'joy': 1.0032}",,Happy,4,0,"{'acceptance': 0.009, 'anger': 0.028, 'fear': 0.035, 'boredom': 0.175, 'sadness': 0.465, 'disgust_loathing': 0.6251}","{'acceptance': 0.007, 'anger': 0.018, 'fear': 0.034, 'boredom': 0.211, 'disgust_loathing': 0.295, 'sadness': 0.3332}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0.8, 'joy': 0, 'sad': 0.8, 'fear': 0.8, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0.8, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0.9, 'joy': 0, 'sad': 0.9, 'fear': 0.9, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0.3, 'joy': 0, 'sad': 0.3, 'fear': 0.3, 'trust': 0, 'surprise': 0}"
71,71,She seemed to be in a terrible fright.,She seemed to be in a not terrible fright.,She seemed to be in a very terrible fright.,She seemed to be in a less terrible fright.,3,Fearful,"{'distraction': 0.03, 'anger': 0.032, 'fear': 0.064, 'boredom': 0.064, 'disgust_loathing': 0.392, 'sadness': 0.46}",,,"{'trust': 0.038, 'senerity': 0.058, 'interest_vigilance': 0.105, 'joy': 0.8400000000000001}",,Happy,4,0,"{'distraction': 0.029, 'anger': 0.033, 'fear': 0.039, 'boredom': 0.077, 'sadness': 0.409, 'disgust_loathing': 0.8172}","{'anger': 0.016, 'fear': 0.039, 'boredom': 0.114, 'disgust_loathing': 0.2723, 'sadness': 0.482}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.5, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0.5, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.8, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.3, 'trust': 0, 'surprise': 0}"
72,72,First he had been upset by breaking the plate.,First he had never been upset by breaking the plate.,First he had been so upset by breaking the plate.,First he had been little upset by breaking the plate.,2,Angry-Disgusted,"{'interest_vigilance': 0.03, 'anger': 0.041, 'boredom': 0.094, 'distraction': 0.097, 'fear': 0.111, 'disgust_loathing': 0.331, 'sadness': 0.337}",,,"{'disgust': 0.057999999999999996, 'boredom': 0.063, 'trust': 0.104, 'anticipation': 0.108, 'interest_vigilance': 0.113, 'senerity': 0.199, 'joy': 0.396}",,Happy,4,3,"{'interest_vigilance': 0.007, 'admire': 0.009, 'amazement_surprise': 0.035, 'anger': 0.077, 'fear': 0.087, 'boredom': 0.091, 'sadness': 0.184, 'disgust_loathing': 0.295, 'distraction': 0.459}","{'acceptance': 0.007, 'admire': 0.028, 'anger': 0.036, 'interest_vigilance': 0.039, 'fear': 0.047, 'boredom': 0.092, 'amazement_surprise': 0.099, 'distraction': 0.1316, 'sadness': 0.189, 'disgust_loathing': 0.317}",3,"{'anger': 0.5, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.5, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.8, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.3, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0, 'trust': 0, 'surprise': 0}"
73,73,Mr. Tod had had an unsatisfactory night.,Mr. Tod had had an  satisfactory night.,Mr. Tod had had an awfully unsatisfactory night.,Mr. Tod had had an kinda unsatisfactory night.,2,Angry-Disgusted,"{'anger': 0.006, 'interest_vigilance': 0.007, 'senerity': 0.011, 'amazement_surprise': 0.044, 'fear': 0.045, 'anticipation': 0.074, 'distraction': 0.085, 'disgust_loathing': 0.145, 'boredom': 0.24, 'sadness': 0.384}",,,"{'admire': 0.002, 'anticipation': 0.018, 'anger': 0.031, 'interest_vigilance': 0.047, 'amazement_surprise': 0.088, 'trust': 0.116, 'acceptance': 0.247, 'joy_ecstasy': 0.491}",,Happy,4,1,"{'anger': 0.033, 'fear': 0.035, 'amazement_surprise': 0.046, 'distraction': 0.071, 'disgust_loathing': 0.19, 'boredom': 0.238, 'sadness': 0.7704}","{'fear': 0.034, 'distraction': 0.063, 'disgust_loathing': 0.166, 'sadness': 0.2968, 'boredom': 0.354}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
74,74,Then Tom Thumb lost his temper.,Then Tom Thumb didn't lose his temper.,Then Tom Thumb entirely lost his temper.,Then Tom Thumb partly lost his temper.,2,Angry-Disgusted,"{'anger': 0.007, 'acceptance': 0.017, 'distraction': 0.024, 'fear': 0.043, 'senerity': 0.055, 'disgust_loathing': 0.113, 'sadness': 0.292, 'boredom': 0.489}",,,"{'boredom': 0.019, 'sadness': 0.031, 'distraction': 0.038, 'senerity': 0.041, 'disgust': 0.069, 'anticipation': 0.078, 'trust': 0.082, 'interest_vigilance': 0.109, 'joy': 0.5720000000000001}",,Happy,4,3,"{'anger': 0.034, 'acceptance': 0.042, 'distraction': 0.046, 'disgust_loathing': 0.179, 'sadness': 0.34, 'boredom': 0.7581}","{'anger': 0.033, 'acceptance': 0.035, 'distraction': 0.035, 'disgust_loathing': 0.181, 'boredom': 0.2716, 'sadness': 0.369}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.9, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0, 'trust': 0, 'surprise': 0}"
75,75,This vexes me more than anything.,This doesn't vexes me.,This truly vexes me more than anything.,This little vexes me.,2,Angry-Disgusted,"{'senerity': 0.018, 'sadness': 0.019, 'interest_vigilance': 0.04, 'boredom': 0.048, 'disgust_loathing': 0.163, 'anger': 0.353, 'fear': 0.4}",,,"{'sadness': 0.004, 'distraction': 0.018, 'admire': 0.026, 'anger': 0.034, 'amazement_surprise': 0.07, 'boredom': 0.072, 'disgust_loathing': 0.102, 'interest_vigilance': 0.177, 'fear': 0.537}",,Happy,4,3,"{'joy_ecstasy': 0.029, 'admire': 0.038, 'senerity': 0.04, 'distraction': 0.04, 'interest_vigilance': 0.088, 'amazement_surprise': 0.108, 'disgust_loathing': 0.16, 'boredom': 0.17, 'anger': 0.181, 'fear': 0.2976}","{'distraction': 0.016, 'amazement_surprise': 0.037, 'interest_vigilance': 0.081, 'disgust_loathing': 0.115, 'boredom': 0.118, 'anger': 0.179, 'fear': 0.3472}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
76,76,"""The world is no good!"" he said.","""The world is good!"" he said.","""The world is no very good!"" he said.","""The world is kinda no good!"" he said.",2,Angry-Disgusted,"{'anticipation': 0.006, 'senerity': 0.025, 'fear': 0.035, 'sadness': 0.073, 'interest_vigilance': 0.075, 'distraction': 0.179, 'disgust': 0.267, 'joy': 0.382}",,,"{'boredom': 0.007, 'senerity': 0.016, 'disgust_loathing': 0.018, 'interest_vigilance': 0.025, 'trust': 0.074, 'acceptance': 0.154, 'amazement_surprise': 0.217, 'joy_ecstasy': 0.529}",,Happy,4,1,"{'senerity': 0.007, 'surprise': 0.018, 'fear': 0.035, 'boredom': 0.047, 'interest_vigilance': 0.056, 'joy': 0.074, 'distraction': 0.083, 'disgust': 0.197, 'anticipation': 0.214, 'sadness': 0.5562}","{'fear': 0.012, 'senerity': 0.033, 'trust': 0.037, 'surprise': 0.046, 'boredom': 0.048, 'interest_vigilance': 0.064, 'joy': 0.104, 'distraction': 0.119, 'anticipation': 0.13, 'sadness': 0.1456, 'disgust': 0.239}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
77,77,"""Everything in it is so stupid.""","""Everything in it is not stupid.""","""Everything in it is so bloody stupid.""","""Everything in it is sorta stupid.""",2,Angry-Disgusted,"{'fear': 0.019, 'disgust_loathing': 0.098, 'sadness': 0.245, 'boredom': 0.679}",,,"{'disgust': 0.02, 'trust': 0.03, 'interest_vigilance': 0.492, 'joy': 0.498}",,Happy,4,0,"{'anger': 0.025, 'fear': 0.035, 'disgust_loathing': 0.233, 'sadness': 0.402, 'boredom': 1.1178}","{'acceptance': 0.027, 'fear': 0.032, 'disgust_loathing': 0.122, 'boredom': 0.3174, 'sadness': 0.331}",0,"{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.4, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
78,78,"Don't stand there, looking so stupid.""","Don't stand there, looking not so stupid.""","Don't stand there, looking so more stupid.""","Don't stand there, looking somewhat stupid.""",2,Angry-Disgusted,"{'fear': 0.011, 'senerity': 0.016, 'disgust_loathing': 0.055, 'sadness': 0.344, 'boredom': 0.615}",,,"{'disgust': 0.025, 'trust': 0.029, 'joy': 0.506, 'interest_vigilance': 0.864}",,Happy,4,0,"{'fear': 0.024, 'acceptance': 0.033, 'disgust_loathing': 0.119, 'sadness': 0.377, 'boredom': 1.4025599999999998}","{'fear': 0.026, 'acceptance': 0.029, 'disgust_loathing': 0.127, 'boredom': 0.2976, 'sadness': 0.362}",0,"{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.8, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.4, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
79,79,"Then she became terrified, and turned back.","Then she became no terrified, and turned back.","Then she became highly terrified, and turned back.","Then she became kinda terrified, and turned back.",3,Fearful,"{'boredom': 0.087, 'sadness': 0.09, 'disgust_loathing': 0.23, 'anger': 0.633}",,,"{'disgust': 0.017, 'sadness': 0.02, 'boredom': 0.02, 'interest_vigilance': 0.021, 'anticipation': 0.107, 'senerity': 0.111, 'joy': 0.32499999999999996, 'trust': 0.419}",,Happy,4,4,"{'boredom': 0.007, 'acceptance': 0.013, 'sadness': 0.022, 'interest_vigilance': 0.023, 'joy_ecstasy': 0.025, 'distraction': 0.077, 'amazement_surprise': 0.114, 'disgust_loathing': 0.312, 'fear': 0.8512}","{'interest_vigilance': 0.011, 'acceptance': 0.016, 'joy_ecstasy': 0.034, 'sadness': 0.04, 'distraction': 0.095, 'amazement_surprise': 0.13, 'fear': 0.23170000000000002, 'disgust_loathing': 0.384}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
